來源,序號,業者代碼,國語,臺灣台語_羅馬字,臺灣台語_第二羅馬字,臺灣台語_漢字建議,臺灣台語_說明,臺灣客語_羅馬字,臺灣客語_漢字建議,臺灣客語_說明,音檔
街道,E1804,,臨港路,Lîm-káng-lōo,,,,limˇ gongˋ lu,,,E1804_臨港路.mp3
街道,E1805,,華東街,Huâ-tong-ke/kue,,,,faˇ dungˊ gieˊ,,,E1805_華東街.mp3
街道,E1806,,文萊路,Bûn-lâi-lōo,,,,vunˇ loiˇ lu,,,E1806_文萊路.mp3
街道,E1807,,南天母路,Lâm-thian-bú-lōo,,,,namˇ tienˊ muˊ lu,,,E1807_南天母路.mp3
街道,E1808,,仰德大道,Gióng-tik-tāi-tō,,,,ngiongˋ dedˋ tai to,,,E1808_仰德大道.mp3
街道,E1809,,上寮路,Siōng-liâu-lōo,,,,song liauˇ lu,,,E1809_上寮路.mp3
街道,E1810,,健民街,Kiān-bîn-ke/kue,,,,kien minˇ gieˊ,,,E1810_健民街.mp3
街道,E1811,,上石路,Siōng-tsio̍h-lōo,,,,song sag lu,,,E1811_上石路.mp3
街道,E1812,,興達路,Hing-ta̍t-lōo,,,,hinˊ tad lu,,,E1812_興達路.mp3
街道,E1813,,立人街,Li̍p-jîn/lîn-ke/kue,,,,lib nginˇ gieˊ,,,E1813_立人街.mp3
街道,E1814,,莊敬五街,Tsong-kìng-gōo-ke/kue,,,,zongˊ gin ngˋ gieˊ,,,E1814_莊敬五街.mp3
街道,E1815,,修文街,Siu-bûn-ke/kue,,,,xiuˊ vunˇ gieˊ,,,E1815_修文街.mp3
街道,E1816,,慈愛街,Tsû-ài-ke/kue,,,,ciiˇ oi gieˊ,,,E1816_慈愛街.mp3
街道,E1817,,建中一路,Kiàn-tiong-it-lōo,,,,gien zungˊ idˋ lu,,,E1817_建中一路.mp3
街道,E1818,,久堂路,Kiú-tông-lōo,,,,giuˋ tongˇ lu,,,E1818_久堂路.mp3
街道,E1819,,鎮安路,Tìn-an-lōo,,,,ziinˋ onˊ lu,,,E1819_鎮安路.mp3
街道,E1820,,崇德十六路,Tsông-tik Tsa̍p-la̍k-lōo,,,,cungˇ dedˋ siib liugˋ lu,,,E1820_崇德十六路.mp3
街道,E1821,,至聖路,Tsì-sìng-lōo,,,,zii siin lu,,,E1821_至聖路.mp3
街道,E1822,,友愛街,Iú-ài-ke/kue,,,,iuˊ oi gieˊ,,,E1822_友愛街.mp3
街道,E1823,,文橫二路,Bûn-hîng-jī/lī-lōo,,,,vunˇ vangˇ ngi lu,,,E1823_文橫二路.mp3
街道,E1824,,久康街,Kiú-khong-ke/kue,,,,giuˋ kongˊ gieˊ,,,E1824_久康街.mp3
街道,E1825,,新中路,Sin-tiong-lōo,,,,xinˊ zungˊ lu,,,E1825_新中路.mp3
街道,E1826,,萬芳路,Bān-hong-lōo,,,,van fongˊ lu,,,E1826_萬芳路.mp3
街道,E1827,,育達路,Io̍k-ta̍t-lōo,,,,iugˋ tad lu,,,E1827_育達路.mp3
街道,E1828,,雨聲街,Ú-sing-ke/kue,,,,iˋ sangˊ gieˊ,,,E1828_雨聲街.mp3
街道,E1829,,國豐六街,Kok-hong-la̍k-ke/kue,,,,guedˋ fungˊ liugˋ gieˊ,,,E1829_國豐六街.mp3
街道,E1830,,伊通街,I-thong-ke/kue,,,,iˊ tungˊ gieˊ,,,E1830_伊通街.mp3
街道,E1831,,縣府路,Kuān-hú-lōo,,,,ien fuˋ lu,,,E1831_縣府路.mp3
街道,E1832,,榮譽路,Îng-ū-lōo,,,,iungˇ i lu,,,E1832_榮譽路.mp3
街道,E1833,,義興街,Gī-hing-ke/kue,,,,ngi hinˊ gieˊ,,,E1833_義興街.mp3
街道,E1834,,重陽街,Tiông-iông-ke/kue,,,,qiungˇ iongˇ gieˊ,,,E1834_重陽街.mp3
街道,E1835,,和一路,Hô-it-lōo,,,,foˇ idˋ lu,,,E1835_和一路.mp3
街道,E1836,,快速路,Khuài-sok-lōo,,,,kuai sugˋ lu,,,E1836_快速路.mp3
街道,E1837,,博愛一路,Phok-ài-it-lōo,,,,bogˋ oi idˋ lu,,,E1837_博愛一路.mp3
街道,E1838,,昌盛街,Tshiong-sīng-ke/kue,,,,congˊ siin gieˊ,,,E1838_昌盛街.mp3
街道,E1839,,金鼎路,Kim-tiánn-lōo,,,,gimˊ dinˋ lu,,,E1839_金鼎路.mp3
街道,E1840,,公園東路,Kong-hn̂g-tang-lōo,,,,gungˊ ienˇ dungˊ lu,,,E1840_公園東路.mp3
街道,E1841,,德興街,Tik-hing-ke/kue,,,,dedˋ hinˊ gieˊ,,,E1841_德興街.mp3
街道,E1842,,三德街,Sam-tik-ke/kue,,,,samˊ dedˋ gieˊ,,,E1842_三德街.mp3
街道,E1843,,連興街,Liân-hing-ke/kue,,,,lienˇ hinˊ gieˊ,,,E1843_連興街.mp3
街道,E1844,,田中路,Tiân-tiong-lōo,,,,tienˇ zungˊ lu,,,E1844_田中路.mp3
街道,E1845,,科大一路,Kho-tāi-it-lōo,,,,koˊ tai idˋ lu,,,E1845_科大一路.mp3
街道,E1846,,同德街,Tông-tik-ke/kue,,,,tungˇ dedˋ gieˊ,,,E1846_同德街.mp3
街道,E1847,,一心街,It-sim-ke/kue,,,,idˋ ximˊ gieˊ,,,E1847_一心街.mp3
街道,E1848,,工學二街,Kang-ha̍k-jī/lī-ke/kue,,,,gungˊ hog ngi gieˊ,,,E1848_工學二街.mp3
街道,E1849,,凱旋二路,Khái-suân-jī/lī-lōo,,,,koiˋ hienˇ ngi lu,,亦有koiˋ xienˇngi lu的說法。依循普羅原則，擇較多人使用的hienˇ標注。,E1849_凱旋二路.mp3
街道,E1850,,鼎華路,Tiánn-huâ-lōo,,,,dinˋ faˇ lu,,,E1850_鼎華路.mp3
街道,E1851,,育平五街,Io̍k-pîng-gōo-ke/kue,,,,iugˋ pinˇ ngˋ gieˊ,,,E1851_育平五街.mp3
街道,E1852,,山城路,Suann-siânn-lōo,,,,sanˊ sangˇ lu,,,E1852_山城路.mp3
街道,E1853,,潭頭路,Thâm-thâu-lōo,,,,tamˇ teuˇ lu,,,E1853_潭頭路.mp3
街道,E1854,,樂一路,Lo̍k-it-lōo,,,,log idˋ lu,,,E1854_樂一路.mp3
街道,E1855,,國鼎一街,Kok-tíng-it-ke/kue,,,,guedˋ dinˋ idˋ gieˊ,,,E1855_國鼎一街.mp3
街道,E1856,,澄湖路,Tîng-ôo-lōo,,,,ciinˇ fuˇ lu,,,E1856_澄湖路.mp3
街道,E1857,,敬三街,Kìng-sann-ke/kue,,,,gin samˊ gieˊ,,,E1857_敬三街.mp3
街道,E1858,,新府路,Sin-hú-lōo,,,,xinˊ fuˋ lu,,,E1858_新府路.mp3
街道,E1859,,崇仁路,Tsông-jîn/lîn-lōo,,,,cungˇ inˇ lu,,,E1859_崇仁路.mp3
街道,E1860,,南新路,Lâm-sin-lōo,,,,namˇ xinˊ lu,,,E1860_南新路.mp3
街道,E1861,,松河街,Siông-hô-ke/kue,,,,qiungˇ hoˇ gieˊ,,,E1861_松河街.mp3
街道,E1862,,明德北路,Bîng-tik-pak-lōo,,,,minˇ dedˋ bedˋ lu,,,E1862_明德北路.mp3
街道,E1863,,民權一街,Bîn-khuân/kuân-it-ke/kue,,,,minˇ kienˇ idˋ gieˊ,,,E1863_民權一街.mp3
街道,E1864,,裕民六路,Jū/Lū-bîn-la̍k-lōo,,,,i minˇ liugˋ lu,,,E1864_裕民六路.mp3
街道,E1865,,石城街,Tsio̍h-siânn-ke/kue,,,,sag sangˇ gieˊ,,,E1865_石城街.mp3
街道,E1866,,德正街,Tik-tsìng-ke/kue,,,,dedˋ ziin gieˊ,,,E1866_德正街.mp3
街道,E1867,,東光東街,Tong-kong-tang-ke/kue,,,,dungˊ gongˊ dungˊ gieˊ,,,E1867_東光東街.mp3
街道,E1868,,萬新路,Bān-sin-lōo,,,,van xinˊ lu,,,E1868_萬新路.mp3
街道,E1869,,建國四路,Kiàn-kok-sì-lōo,,,,gien guedˋ xi lu,,,E1869_建國四路.mp3
街道,E1870,,龍埔街,Liông-poo-ke/kue,,,,liungˇ puˊ gieˊ,,,E1870_龍埔街.mp3
街道,E1871,,武德街,Bú-tik-ke/kue,,,,vuˋ dedˋ gieˊ,,,E1871_武德街.mp3
街道,E1872,,北投路,Pak-tâu-lōo,,,,bedˋ teuˇ lu,,,E1872_北投路.mp3
街道,E1873,,溪埔路,Khe/Khue-poo-lōo,,,,haiˊ puˊ lu,,,E1873_溪埔路.mp3
街道,E1874,,順安路,Sūn-an-lōo,,,,sun onˊ lu,,,E1874_順安路.mp3
街道,E1875,,武愛街,Bú-ài-ke/kue,,,,vuˋ oi gieˊ,,,E1875_武愛街.mp3
街道,E1876,,文心南五路,Bûn-sim Lâm-gōo-lōo,,,,vunˇ ximˊ namˇ ngˋ lu,,,E1876_文心南五路.mp3
街道,E1877,,中南街,Tiong-lâm-ke/kue,,,,zungˊ namˇ gieˊ,,,E1877_中南街.mp3
街道,E1878,,復華三街,Ho̍k-huâ-sann-ke/kue,,,,fug faˇ samˊ gieˊ,,,E1878_復華三街.mp3
街道,E1879,,長峰路,Tiông-hong-lōo,,,,congˇ fungˊ lu,,,E1879_長峰路.mp3
街道,E1880,,黎明三路,Lê-bîng-sann-lōo,,,,liˇ minˇ samˊ lu,,,E1880_黎明三路.mp3
街道,E1881,,文天路,Bûn-thian-lōo,,,,vunˇ tienˊ lu,,,E1881_文天路.mp3
街道,E1882,,仁昌街,Jîn/Lîn-tshiong-ke/kue,,,,inˇ congˊ gieˊ,,,E1882_仁昌街.mp3
街道,E1883,,茄投路,Ka-tâu-lōo,,,,gaˊ teuˇ lu,,,E1883_茄投路.mp3
街道,E1884,,南海路,Lâm-hái-lōo,,,,namˇ hoiˋ lu,,,E1884_南海路.mp3
街道,E1885,,水田街,Tsuí-tshân-ke/kue,,,,suiˋ tienˇ gieˊ,,,E1885_水田街.mp3
街道,E1886,,崇德一路,Tsông-tik-it-lōo,,,,cungˇ dedˋ idˋ lu,,,E1886_崇德一路.mp3
街道,E1887,,南順一街,Lâm-sūn-it-ke/kue,,,,namˇ sun idˋ gieˊ,,,E1887_南順一街.mp3
街道,E1888,,東豐街,Tong-hong-ke/kue,,,,dungˊ fungˊ gieˊ,,,E1888_東豐街.mp3
街道,E1889,,重愛路,Tiông-ài-lōo,,,,cungˇ oi lu,,,E1889_重愛路.mp3
街道,E1890,,大道路,Tuā-tō-lōo,,,,tai to lu,,,E1890_大道路.mp3
街道,E1891,,新福路,Sin-hok-lōo,,,,xinˊ fugˋ lu,,,E1891_新福路.mp3
街道,E1892,,志航路,Tsì-hâng-lōo,,,,zii hongˇ lu,,,E1892_志航路.mp3
街道,E1893,,九如路,Kiú-jû-lōo,,,,giuˋ iˇ lu,,,E1893_九如路.mp3
街道,E1894,,社正路,Siā-tsìng-lōo,,,,sa ziin lu,,,E1894_社正路.mp3
街道,E1895,,林園北路,Lîm-hn̂g-pak-lōo亦讀Lîm-mn̂g-pak-lōo,,,,limˇ ienˇ bedˋ lu,,,E1895_林園北路.mp3
街道,E1896,,友忠路,Iú-tiong-lōo,,,,iuˊ zungˊ lu,,,E1896_友忠路.mp3
街道,E1897,,鳳屏一路,Hōng-pîn-it-lōo,,,,fung pinˇ idˋ lu,,,E1897_鳳屏一路.mp3
街道,E1898,,湳中街,Làm-tiong-ke/kue,,,,lam zungˊ gieˊ,,,E1898_湳中街.mp3
街道,E1899,,環堤大道,khuân/kuân-thê-tāi-tō,,,,fanˇ tiˇ tai to,,,E1899_環堤大道.mp3
街道,E1900,,建和街,Kiàn-hô-ke/kue,,,,gien foˇ gieˊ,,,E1900_建和街.mp3
街道,E1901,,酒泉街,Tsiú-tsuânn-ke/kue,,,,jiuˋ qienˇ gieˊ,,,E1901_酒泉街.mp3
街道,E1902,,高職西街,Ko-tsit-se-ke/kue,,,,goˊ ziidˋ xiˊ gieˊ,,,E1902_高職西街.mp3
街道,E1903,,高城八街,Ko-siânn-peh-ke/kue,,,,goˊ sangˇ badˋ gieˊ,,,E1903_高城八街.mp3
街道,E1904,,秀群路,Siù-kûn-lōo,,,,xiu kiunˇ lu,,,E1904_秀群路.mp3
街道,E1905,,民光東路,Bîn-kong-tang-lōo,,,,minˇ gongˊ dungˊ lu,,,E1905_民光東路.mp3
街道,E1906,,錦華街,Gím-huâ-ke/kue,,,,gimˋ faˇ gieˊ,,,E1906_錦華街.mp3
街道,E1907,,試院路,Tshì-īnn-lōo,,,,sii ien lu,,,E1907_試院路.mp3
街道,E1908,,崁頂三路,Khàm-tíng-sann-lōo,,,,kam dangˋ samˊ lu,,,E1908_崁頂三路.mp3
街道,E1909,,精忠街,Tsing-tiong-ke/kue,,,,jinˊ zungˊ gieˊ,,,E1909_精忠街.mp3
街道,E1910,,裕國街,Jū-kok-ke/kue,,,,i guedˋ gieˊ,,,E1910_裕國街.mp3
街道,E1911,,基湖路,Ki-ôo-lōo,,,,giˊ fuˇ lu,,,E1911_基湖路.mp3
街道,E1912,,柳川西路,Liú-tshuan-se-lōo,,,,liuˋ conˊ xiˊ lu,,,E1912_柳川西路.mp3
街道,E1913,,埔頂一路,Poo-tíng-it-lōo,,,,puˊ dangˋ idˋ lu,,,E1913_埔頂一路.mp3
街道,E1914,,新行街,Sin-hâng-ke/kue,,,,xinˊ hangˇ gieˊ,,,E1914_新行街.mp3
街道,E1915,,信東路,Sìn-tong-lōo,,,,xin dungˊ lu,,,E1915_信東路.mp3
街道,E1916,,曾子路,Tsan-tsú-lōo,,,,zenˊ ziiˋ lu,,,E1916_曾子路.mp3
街道,E1917,,長樂路,Tiông-lo̍k-lōo,,,,congˇ log lu,,,E1917_長樂路.mp3
街道,E1918,,四維三路,Sù-uî-sann-lōo,,,,xi viˇ samˊ lu,,,E1918_四維三路.mp3
街道,E1919,,大安港路,Tāi-an-káng-lōo,,,,tai onˊ gongˋ lu,,,E1919_大安港路.mp3
街道,E1920,,樹德街,Tshiū-tik-ke/kue,,,,su dedˋ gieˊ,,,E1920_樹德街.mp3
街道,E1921,,明誠三路,Bîng-sîng-sann-lōo,,,,minˇ siinˇ samˊ lu,,,E1921_明誠三路.mp3
街道,E1922,,台林街,Tâi-lîm-ke/kue,,,,toiˇ limˇ gieˊ,,,E1922_台林街.mp3
街道,E1923,,明賢街,Bîng-hiân-ke/kue,,,,minˇ hienˇ gieˊ,,,E1923_明賢街.mp3
街道,E1924,,過圳街,Kuè/Kè-tsùn-ke/kue,,,,go zun gieˊ,,,E1924_過圳街.mp3
街道,E1925,,萬寧街,Bān-lîng-ke/kue,,,,van nenˇ gieˊ,,,E1925_萬寧街.mp3
街道,E1926,,南田路,Lâm-tiân-lōo,,,,namˇ tienˇ lu,,,E1926_南田路.mp3
街道,E1927,,長元街,Tiông-guân-ke/kue,,,,congˇ ngienˇ gieˊ,,,E1927_長元街.mp3
街道,E1928,,國富路,Kok-hù-lōo,,,,guedˋ fu lu,,,E1928_國富路.mp3
街道,E1929,,明興街,Bîng-hing-ke/kue,,,,minˇ hinˊ gieˊ,,,E1929_明興街.mp3
街道,E1930,,向心路,Hiòng-sim-lōo,,,,hiong ximˊ lu,,,E1930_向心路.mp3
街道,E1931,,順安街,Sūn-an-ke/kue,,,,sun onˊ gieˊ,,,E1931_順安街.mp3
街道,E1932,,建新路,Kiàn-sin-lōo,,,,gien xinˊ lu,,,E1932_建新路.mp3
街道,E1933,,佳林路,Ka-lîm-lōo,,,,gaˊ limˇ lu,,,E1933_佳林路.mp3
街道,E1934,,五工三路,Góo-kang-sann-lōo,,,,ngˋ gungˊ samˊ lu,,,E1934_五工三路.mp3
街道,E1935,,重光路,Tiông-kong-lōo,,,,cungˇ gongˊ lu,,,E1935_重光路.mp3
街道,E1936,,甘肅路,Kam-siok-lōo,,,,gamˊ sugˋ lu,,,E1936_甘肅路.mp3
街道,E1937,,廣福街,Kóng-hok-ke/kue,,,,gongˋ fugˋ gieˊ,,,E1937_廣福街.mp3
街道,E1938,,振平街,Tsín-pîng-ke/kue,,,,ziinˋ pinˇ gieˊ,,,E1938_振平街.mp3
街道,E1939,,百忍街,Pah-jím/lím-ke/kue,,,,bagˋ ngiunˊ gieˊ,,,E1939_百忍街.mp3
街道,E1940,,文光路,Bûn-kong-lōo,,,,vunˇ gongˊlu,,,E1940_文光路.mp3
街道,E1941,,教忠街,Kàu-tiong-ke/kue,,,,gau zungˊ gieˊ,,,E1941_教忠街.mp3
街道,E1942,,安南路,An-lâm-lōo,,,,onˊ namˇ lu,,,E1942_安南路.mp3
街道,E1943,,大圳路,Tuā-tsùn-lōo,,,,tai zun lu,,,E1943_大圳路.mp3
街道,E1944,,大橋三街,Tuā-kiô-sann-ke/kue,,,,tai kieuˇ samˊ gieˊ,,,E1944_大橋三街.mp3
街道,E1945,,育平九街,Io̍k-pîng-káu-ke/kue,,,,iugˋ pinˇ giuˋ gieˊ,,,E1945_育平九街.mp3
街道,E1946,,三多四路,Sam-to-sì-lōo,,,,samˊ doˊ xi lu,,,E1946_三多四路.mp3
街道,E1947,,廣和街,Kóng-hô-ke/kue,,,,gongˋ foˇ gieˊ,,,E1947_廣和街.mp3
街道,E1948,,學人路,Ha̍k-jîn-lōo,,,,hog nginˇ lu,,,E1948_學人路.mp3
街道,E1949,,裕成路,Jū/Lū-sîng-lōo,,,,i siinˇ lu,,,E1949_裕成路.mp3
街道,E1950,,進士路,Tsìn-sū-lōo,,,,jin sii lu,,,E1950_進士路.mp3
街道,E1951,,府連路,Hú-liân-lōo,,,,fuˋ lienˇ lu,,,E1951_府連路.mp3
街道,E1952,,光遠路,Kong-uán-lōo,,,,gongˊ ienˋ lu,,,E1952_光遠路.mp3
街道,E1953,,牛埔南路,Gû-poo-lâm-lōo,,,,ngiuˇ puˊ namˇ lu,,,E1953_牛埔南路.mp3
街道,E1954,,中坡北路,Tiong-pi-pak-lōo,,,,zungˊ biˊ bedˋ lu,,中陂北路,E1954_中坡北路.mp3
街道,E1955,,興業東路,Hing-gia̍p-tang-lōo,,,,hinˊ ngiab dungˊ lu,,,E1955_興業東路.mp3
街道,E1956,,明誠四路,Bîng-sîng-sì-lōo,,,,minˇ siinˇ xi lu,,,E1956_明誠四路.mp3
街道,E1957,,館前東路,Kuán-tsiân-tang-lōo,,,,gonˋ qienˇ dungˊ lu,,,E1957_館前東路.mp3
街道,E1958,,南東路,Lâm-tang-lōo,,,,namˇ dungˊ lu,,,E1958_南東路.mp3
街道,E1959,,五甲三路,Gōo-kah-sann-lōo,,,,ngˋ gabˋ samˊ lu,,,E1959_五甲三路.mp3
街道,E1960,,工商路,Kang-siong-lōo,,,,gungˊ songˊ lu,,,E1960_工商路.mp3
街道,E1961,,大長路,Tāi-tiông-lōo,,,,tai congˇ lu,,,E1961_大長路.mp3
街道,E1962,,明禮街,Bîng-lé-ke/kue,,,,minˇ liˊ gieˊ,,,E1962_明禮街.mp3
街道,E1963,,富村街,Hù-tshuan-ke/kue,,,,fu cunˊ gieˊ,,,E1963_富村街.mp3
街道,E1964,,清水岩路,Tshing-tsuí-giâm-lōo,,,,qinˊ suiˋ ngamˇ lu,,,E1964_清水岩路.mp3
街道,E1965,,爽文路,Sóng-bûn-lōo,,,,songˋ vunˇ lu,,,E1965_爽文路.mp3
街道,E1966,,宏昌十二街,Hông-tshiong Tsa̍p-jī/lī-ke/kue,,,,fenˇ congˊ siib ngi gieˊ,,,E1966_宏昌十二街.mp3
街道,E1967,,民族六街,Bîn-tso̍k-la̍k-ke/kue,,,,minˇ cug liugˋ gieˊ,,,E1967_民族六街.mp3
街道,E1968,,樟新街,Tsiunn-sin-ke/kue,,,,zongˊ xinˊ gieˊ,,,E1968_樟新街.mp3
街道,E1969,,介壽街,Kài-siū-ke/kue,,,,gie su gieˊ,,,E1969_介壽街.mp3
街道,E1970,,錦田路,Gím-tiân-lōo,,,,gimˋ tienˇ lu,,,E1970_錦田路.mp3
街道,E1971,,廣東三街,Kńg-tang-sann-ke/kue,,,,gongˋ dungˊ samˊ gieˊ,,,E1971_廣東三街.mp3
街道,E1972,,電研路,Tiān-gián-lōo,,,,tien ngienˇ lu,,,E1972_電研路.mp3
街道,E1973,,中央東路,Tiong-iong-tang-lōo,,,,zungˊ iongˊ dungˊ lu,,,E1973_中央東路.mp3
街道,E1974,,集英路,Tsi̍p-ing-lōo,,,,xib inˊ lu,,,E1974_集英路.mp3
街道,E1975,,重上街,Tiông-siōng-ke/kue,,,,cungˇ song gieˊ,,,E1975_重上街.mp3
街道,E1976,,日新路,Ji̍t/Li̍t-sin-lōo,,,,ngidˋ xinˊ lu,,,E1976_日新路.mp3
街道,E1977,,道周路,Tō-tsiu-lōo,,,,to zuˊ lu,,,E1977_道周路.mp3
街道,E1978,,竹寮路,Tik-liâu-lōo,,,,zugˋ liauˇ lu,,,E1978_竹寮路.mp3
街道,E1979,,石潭路,Tsio̍h-thâm-lōo,,,,sag tamˇ lu,,,E1979_石潭路.mp3
街道,E1980,,平安路,Pîng-an-lōo,,,,pinˇ onˊ lu,,,E1980_平安路.mp3
街道,E1981,,廣東二街,Kńg-tang-jī/lī-ke/kue,,,,gongˋ dungˊ ngi gieˊ,,,E1981_廣東二街.mp3
街道,E1982,,武慶三路,Bú-khìng-sann-lōo,,,,vuˋ kin samˊ lu,,,E1982_武慶三路.mp3
街道,E1983,,永亨路,Íng-hing-lōo,,,,iunˋ henˊ lu,,,E1983_永亨路.mp3
街道,E1984,,新庄仔路,Sin-tsng-á-lōo,,,,xinˊ zongˊ eˋ lu,,,E1984_新庄仔路.mp3
街道,E1985,,湖美街,Oô-bí-ke/kue,,,,fuˇ miˊ gieˊ,,,E1985_湖美街.mp3
街道,E1986,,武慶一路,Bú-khìng-it-lōo,,,,vuˋ kin idˋ lu,,,E1986_武慶一路.mp3
街道,E1987,,信義南街,Sìn-gī-lâm-ke/kue,,,,xin ngi namˇ gieˊ,,,E1987_信義南街.mp3
街道,E1988,,萬盛街,Bān-sīng-ke/kue,,,,van siin gieˊ,,,E1988_萬盛街.mp3
街道,E1989,,德山街,Tik-san-ke/kue,,,,dedˋ sanˊ gieˊ,,,E1989_德山街.mp3
街道,E1990,,凱旋四路,Khái-suân-sì-lōo,,,,koiˋ hienˇ xi lu,,亦有koiˋ xienˇxi lu的說法。依循普羅原則，擇較多人使用的hienˇ標注。,E1990_凱旋四路.mp3
街道,E1991,,湖中路,Oô-tiong-lōo,,,,fuˇ zungˊ lu,,,E1991_湖中路.mp3
街道,E1992,,大湖街,Tuā-ôo-ke/kue,,,,tai fuˇ gieˊ,,,E1992_大湖街.mp3
街道,E1993,,華美一路,Huâ-bí-it-lōo,,,,faˇ miˊ idˋ lu,,,E1993_華美一路.mp3
街道,E1994,,崙美路,Lūn-bí-lōo,,,,lun miˊ lu,,當地紹安腔慣用lun的發音,E1994_崙美路.mp3
街道,E1995,,博愛三路,Phok-ài-sann-lōo,,,,bogˋ oi samˊ lu,,,E1995_博愛三路.mp3
街道,E1996,,灣中街,Uan-tiong-ke/kue,,,,vanˇ zungˊ gieˊ,,,E1996_灣中街.mp3
街道,E1997,,建昌路,Kiàn-tshiong-lōo,,,,gien congˊ lu,,,E1997_建昌路.mp3
街道,E1998,,民學路,Bîn-ha̍k-lōo,,,,minˇ hog lu,,,E1998_民學路.mp3
街道,E1999,,八德西路,Pat-tik-se-lōo,,,,badˋ dedˋ xiˊ lu,,,E1999_八德西路.mp3
街道,E2000,,崙子脚路,Lūn-á-kha-lōo,,,,lun eˋ giogˋ lu,,崙仔脚路。當地詔安腔慣用lun的發音,E2000_崙子路.mp3
街道,E2001,,建平七街,Kiàn-pîng-tshit-ke/kue,,,,gien pinˇ qidˋ gieˊ,,,E2001_建平七街.mp3
街道,E2002,,文慈路,Bûn-tsû-lōo,,,,vunˇ ciiˇlu,,,E2002_文慈路.mp3
街道,E2003,,大吉路,Tāi-kiāt-loo,,,,tai gidˋ lu,,,E2003_大吉路.mp3
街道,E2004,,山鶯路,San-ing-lōo,,,,sanˊ enˊ lu,,,E2004_山鶯路.mp3
街道,E2005,,廟前路,Biō-tsiân-lōo,,,,meu qienˇlu,,,E2005_廟前路.mp3
街道,E2006,,隘口六街,Ài-kháu-la̍k-ke/kue,,,,ai heuˋ liugˋ gieˊ,,,E2006_隘口六街.mp3
街道,E2007,,棒球路,Pāng-kiû-lōo,,,,bong kiuˇlu,,,E2007_棒球路.mp3
街道,E2008,,至公路,Tsì-kong-lōo,,,,zii gungˊlu,,,E2008_至公路.mp3
街道,E2009,,南京街,Lâm-kiann-ke/kue,,,,namˇ ginˊ gieˊ,,,E2009_南京街.mp3
街道,E2010,,建平八街,Kiàn-pîng-peh-ke/kue,,,,gien pinˇ badˋ gieˊ,,,E2010_建平八街.mp3
街道,E2011,,福興一路,Hok-hing-it-lōo,,,,fugˋ hinˊ idˋ lu,,,E2011_福興一路.mp3
街道,E2012,,嘉展路,Ka-tián-lōo,,,,gaˊ zanˋ lu,,,E2012_嘉展路.mp3
街道,E2013,,員林街,Uân-lîm-ke/kue,,,,ienˇ limˇ gieˊ,,,E2013_員林街.mp3
街道,E2014,,江南十街,Kang-lâm-tsa̍p-ke/kue,,,,gongˊ namˇ siib gieˊ,,,E2014_江南十街.mp3
街道,E2015,,福仁街,Hok-jîn/lîn-ke/kue,,,,fugˋ inˇ gieˊ,,,E2015_福仁街.mp3
街道,E2016,,嘉北街,Ka-pak-ke/kue,,,,gaˊ bedˋ gieˊ,,,E2016_嘉北街.mp3
街道,E2017,,昌明街,Tshong-bîng-ke/kue,,,,congˊ minˇ gieˊ,,,E2017_昌明街.mp3
街道,E2018,,福德北路,Hok-tik-pak-lōo,,,,fugˋ dedˋ bedˋ lu,,,E2018_福德北路.mp3
街道,E2019,,忠孝北街,Tiong-hàu-pak-ke/kue,,,,zungˊ hau bedˋgieˊ,,,E2019_忠孝北街.mp3
街道,E2020,,昌裕街,Tshiong-jū-ke/kue,,,,congˊ i gieˊ,,,E2020_昌裕街.mp3
街道,E2021,,民有東路,Bîn-iú-tang-lōo,,,,minˇ iuˊ dungˊ lu,,,E2021_民有東路.mp3
街道,E2022,,潭興街,Thâm-hing-ke/kue,,,,tamˇ hinˊ gieˊ,,,E2022_潭興街.mp3
街道,E2023,,濱山街,Pin-san-ke/kue,,,,binˊ sanˊ gieˊ,,,E2023_濱山街.mp3
街道,E2024,,潭子街,Thâm-tsú-ke/kue,,,,tamˇ ziiˋ gieˊ,,,E2024_潭子街.mp3
街道,E2025,,華興路,Huâ-hing-lōo,,,,faˇ hinˊ lu,,,E2025_華興路.mp3
街道,E2026,,基金二路,Ki-kim-jī/lī-lōo,,,,giˊ gimˊ ngi lu,,,E2026_基金二路.mp3
街道,E2027,,立仁街,Li̍p-jîn/lîn-ke/kue,,,,lib inˇ gieˊ,,,E2027_立仁街.mp3
街道,E2028,,頭前路,Thâu-tsîng-lōo,,,,teuˇ qienˇ lu,,,E2028_頭前路.mp3
街道,E2029,,博東路,Phok-tang-lōo,,,,bogˋ dungˊ lu,,,E2029_博東路.mp3
街道,E2030,,保順路,Pó-sūn-lōo,,,,boˋ sun lu,,,E2030_保順路.mp3
街道,E2031,,公興路,Kong-hing-lōo,,,,gungˊ hinˊ lu,,,E2031_公興路.mp3
街道,E2032,,三誠路,Sam-sîng-lōo,,,,samˊ siinˇ lu,,,E2032_三誠路.mp3
街道,E2033,,大學二十六街,Tāi-ha̍k Jī/lī-tsa̍p-la̍k-ke/kue,,,,tai hog ngi siib liugˋ gieˊ,,,E2033_大學二十六街.mp3
街道,E2034,,復國路,Ho̍k-kok-lōo,,,,fug guedˋ lu,,,E2034_復國路.mp3
