來源,序號,業者代碼,國語,臺灣台語_羅馬字,臺灣台語_第二羅馬字,臺灣台語_漢字建議,臺灣台語_說明,臺灣客語_羅馬字,臺灣客語_漢字建議,臺灣客語_說明,音檔
街道,E1569,,三重路,Sam-tiông-lōo,,,,samˊ cungˇ lu,,,E1569_三重路.mp3
街道,E1570,,怡安路,Î-an-lōo,,,,iˇ onˊ lu,,,E1570_怡安路.mp3
街道,E1571,,安寧街,An-lîng-ke/kue,,,,onˊ nenˇ gieˊ,,,E1571_安寧街.mp3
街道,E1572,,莊二街,Tsong-jī/lī-ke/kue,,,,zongˊ ngi gieˊ,,,E1572_莊二街.mp3
街道,E1573,,光華三路,Kong-huâ-sann-lōo,,,,gongˊ faˇ samˊ lu,,,E1573_光華三路.mp3
街道,E1574,,建康路,Kiàn-khong-lōo,,,,gien kongˊ lu,,,E1574_建康路.mp3
街道,E1575,,人和路,Jîn/Lîn-hô-lōo,,,,nginˇ foˇ lu,,,E1575_人和路.mp3
街道,E1576,,塔悠路,Tah-iu-lōo,,,,tabˋ iuˊ lu,,,E1576_塔悠路.mp3
街道,E1577,,永忠街,Íng-tiong-ke/kue,,,,iunˋ zungˊ gieˊ,,,E1577_永忠街.mp3
街道,E1578,,崁頂路,Khàm-tíng-lōo,,,,kam dangˋ lu,,,E1578_崁頂路.mp3
街道,E1579,,館前西路,Kuán-tsiân-se-lōo,,,,gonˋ qienˇ xiˊ lu,,,E1579_館前西路.mp3
街道,E1580,,龍華路,Liông-huâ-lōo,,,,liungˇ faˇ lu,,,E1580_龍華路.mp3
街道,E1581,,樹林街,Tshiū-nâ-ke/kue,,,,su limˇ gieˊ,,,E1581_樹林街.mp3
街道,E1582,,通北街,Thong-pak-ke/kue,,,,tungˊ bedˋ gieˊ,,,E1582_通北街.mp3
街道,E1583,,彰和路,Tsiong-hô-lōo,,,,zongˊ foˇ lu,,,E1583_彰和路.mp3
街道,E1584,,通河西街,Thong-hô-se-ke/kue,,,,tungˊ hoˇ xiˊ gieˊ,,,E1584_通河西街.mp3
街道,E1585,,大中一路,Tuā-tiong-it-lōo,,,,tai zungˊ idˋ lu,,,E1585_大中一路.mp3
街道,E1586,,錦秀路,Gím-siù-lōo,,,,gimˋ xiu lu,,,E1586_錦秀路.mp3
街道,E1587,,北新街,Pak-sin-ke/kue,,,,bedˋ xinˊ gieˊ,,,E1587_北新街.mp3
街道,E1588,,成章二街,Sîng-tsiong-jī/lī-ke/kue,,,,siinˇ zongˊ ngi gieˊ,,,E1588_成章二街.mp3
街道,E1589,,柳陽西街,Liú-iông-se-ke/kue,,,,liuˋ iongˇ xiˊ gieˊ,,,E1589_柳陽西街.mp3
街道,E1590,,互助街,Hōo-tsōo-ke/kue,,,,fu cu gieˊ,,,E1590_互助街.mp3
街道,E1591,,堤頂大道,Thê-tíng-tāi-tō,,,,tiˇ dangˋ tai to,,,E1591_堤頂大道.mp3
街道,E1592,,通河街,Thong-hô-ke/kue,,,,tungˊ hoˇ gieˊ,,,E1592_通河街.mp3
街道,E1593,,公園北路,Kong-hn̂g-pak-lōo,,,,gungˊ ienˇ bedˋ lu,,,E1593_公園北路.mp3
街道,E1594,,中庸路,Tiong-iông-lōo,,,,zungˊ iungˊ lu,,,E1594_中庸路.mp3
街道,E1595,,溪東路,Khe/Khue-tang-lōo,,,,haiˊ dungˊ lu,,,E1595_溪東路.mp3
街道,E1596,,基金三路,Ki-kim-sann-lōo,,,,giˊ gimˊ samˊ lu,,,E1596_基金三路.mp3
街道,E1597,,海環街,Hái-khuân-ke/kue,,,,hoiˋ fanˇ gieˊ,,,E1597_海環街.mp3
街道,E1598,,福營路,Hok-iânn-lōo,,,,fugˋ iangˇ lu,,,E1598_福營路.mp3
街道,E1599,,河北路,Hô-pak-lōo,,,,hoˇ bedˋ lu,,,E1599_河北路.mp3
街道,E1600,,府西路,Hú-se-lōo,,,,fuˋ xiˊ lu,,,E1600_府西路.mp3
街道,E1601,,德安路,Tik-an-lōo,,,,dedˋ onˊ lu,,,E1601_德安路.mp3
街道,E1602,,建福路,Kiàn-hok-lōo,,,,gien fugˋ lu,,,E1602_建福路.mp3
街道,E1603,,南華街,Lâm-huâ-ke/kue,,,,namˇ faˇ gieˊ,,,E1603_南華街.mp3
街道,E1604,,後興路,Āu-hing-lōo,,,,heu hinˊ lu,,,E1604_後興路.mp3
街道,E1605,,和德街,Hô-tik-ke/kue,,,,foˇ dedˋ gieˊ,,,E1605_和德街.mp3
街道,E1606,,保安二街,Pó-an-jī/lī-ke/kue,,,,boˋ onˊ ngi gieˊ,,,E1606_保安二街.mp3
街道,E1607,,海岸路,Hái-huānn-lōo,,,,hoiˋ ngan lu,,,E1607_海岸路.mp3
街道,E1608,,民國路,Bîn-kok-lōo,,,,minˇguedˋ lu,,,E1608_民國路.mp3
街道,E1609,,瑞興街,Suī-hing-ke/kue,,,,sui hinˊ gieˊ,,,E1609_瑞興街.mp3
街道,E1610,,游泳路,Iû-íng-lōo,,,,iuˇ iunˋ lu,,,E1610_游泳路.mp3
街道,E1611,,豐榮路,Hong-îng-lōo,,,,fungˊiungˇlu,,,E1611_豐榮路.mp3
街道,E1612,,福雅路,Hok-ngá-lōo,,,,fugˋ ngaˋ lu,,,E1612_福雅路.mp3
街道,E1613,,鼎力路,Tiánn-li̍k-lōo,,,,dinˋ lid lu,,,E1613_鼎力路.mp3
街道,E1614,,斗潭路,Táu-thâm-lōo,,,,deuˋ tamˇ lu,,,E1614_斗潭路.mp3
街道,E1615,,大墩四街,Tuā-tun-sì-ke/kue,,,,tai dunˊ xi gieˊ,,,E1615_大墩四街.mp3
街道,E1616,,仁華街,Jîn/Lîn-huâ-ke/kue,,,,inˇ faˇ gieˊ,,,E1616_仁華街.mp3
街道,E1617,,竹圍街,Tik-uî-ke/kue,,,,zugˋ viˇ gieˊ,,,E1617_竹圍街.mp3
街道,E1618,,五妃街,Ngóo-hui-ke/kue,,,,ngˋ fiˊ gieˊ,,,E1618_五妃街.mp3
街道,E1619,,大業街,Tāi-gia̍p-ke/kue,,,,tai ngiab gieˊ,,,E1619_大業街.mp3
街道,E1620,,福興街,Hok-hing-ke/kue,,,,fugˋ hinˊ gieˊ,,,E1620_福興街.mp3
街道,E1621,,新中街,Sin-tiong-ke/kue,,,,xinˊ zungˊ gieˊ,,,E1621_新中街.mp3
街道,E1622,,開南街,Khai-lâm-ke/kue,,,,koiˊ namˇ gieˊ,,,E1622_開南街.mp3
街道,E1623,,赤峰街,Tshiah-hong-ke/kue,,,,cagˋ fungˊ gieˊ,,,E1623_赤峰街.mp3
街道,E1624,,民族二街,Bîn-tso̍k-jī/lī-ke/kue,,,,minˇ cug ngi gieˊ,,,E1624_民族二街.mp3
街道,E1625,,五福四路,Ngóo-hok-sì-lōo,,,,ngˋ fugˋ xi lu,,,E1625_五福四路.mp3
街道,E1626,,鎮南街,Tìn-lâm-ke/kue,,,,ziinˋ namˇ gieˊ,,,E1626_鎮南街.mp3
街道,E1627,,慈安路,Tsû-an-lōo,,,,ciiˇ onˊ lu,,,E1627_慈安路.mp3
街道,E1628,,臨海路,Lîm-hái-lōo,,,,limˇ hoiˋ lu,,,E1628_臨海路.mp3
街道,E1629,,成功一街,Sîng-kong-it-ke/kue,,,,siinˇ gungˊ idˋ gieˊ,,,E1629_成功一街.mp3
街道,E1630,,五峯路,Ngóo-hong-lōo,,,,ngˋ fungˊ lu,,,E1630_五峯路.mp3
街道,E1631,,祥順路,Siông-sūn-lōo,,,,xiongˇ sun lu,,,E1631_祥順路.mp3
街道,E1632,,美術東六街,Bí-su̍t Tang-la̍k-ke/kue,,,,miˊ sud dungˊ liugˋ gieˊ,,,E1632_美術東六街.mp3
街道,E1633,,明華一路,Bîng-huâ-it-lōo,,,,minˇ faˇ idˋ lu,,,E1633_明華一路.mp3
街道,E1634,,臥龍路,Ngōo-liông-lōo,,,,ngo liungˇ lu,,,E1634_臥龍路.mp3
街道,E1635,,神清路,Sîn-tshing-lōo,,,,siinˇ qinˊ lu,,,E1635_神清路.mp3
街道,E1636,,建國東路,Kiàn-kok-tang-lōo,,,,gien guedˋ dungˊ lu,,,E1636_建國東路.mp3
街道,E1637,,文明街,Bûn-bîng-ke/kue,,,,vunˇ minˇ gieˊ,,,E1637_文明街.mp3
街道,E1638,,五結路,Gōo-kiat-lōo,,,,ngˋ giedˋ lu,,,E1638_五結路.mp3
街道,E1639,,宜興街,Gî-hing-ke/kue,,,,ngiˇ hinˊ gieˊ,,,E1639_宜興街.mp3
街道,E1640,,廣昌街,Kóng-tshiong-ke/kue,,,,gongˋ congˊ gieˊ,,,E1640_廣昌街.mp3
街道,E1641,,文青二路,Bûn-tshing-jī/lī-lōo,,,,vunˇ qiangˊ ngi lu,,,E1641_文青二路.mp3
街道,E1642,,大坑路,Tuā-khenn-lōo,,,,tai hangˊ lu,,,E1642_大坑路.mp3
街道,E1643,,武慶二路,Bú-khìng-jī/lī-lōo,,,,vuˋ kin ngi lu,,,E1643_武慶二路.mp3
街道,E1644,,惠來路,Huī-lâi-lōo,,,,fi loiˇ lu,,,E1644_惠來路.mp3
街道,E1645,,同慶路,Tông-khìng-lōo,,,,tungˇ kin lu,,,E1645_同慶路.mp3
街道,E1646,,民有五街,Bîn-iú-gōo-ke/kue,,,,minˇ iuˊ ngˋ gieˊ,,,E1646_民有五街.mp3
街道,E1647,,市政北二路,Tshī-tsìng Pak-jī-lōo,,,,sii ziin bedˋ ngi lu,,,E1647_市政北二路.mp3
街道,E1648,,僑愛一街,Kiâu-ài-it-ke/kue,,,,kieuˇ oi idˋ gieˊ,,,E1648_僑愛一街.mp3
街道,E1649,,鄉長路,Hiunn-tiúnn-lōo,,,111.4.14電訪里長：鄉長厝聚落稱 Hiunn-tíng-tshù,hiongˊ zongˋ lu,,,E1649_鄉長路.mp3
街道,E1650,,九和一街,Kiú-hô-it-ke/kue,,,,giuˋ foˇ idˋ gieˊ,,,E1650_九和一街.mp3
街道,E1651,,榮德街,Îng-tik-ke/kue,,,,iungˇ dedˋ gieˊ,,,E1651_榮德街.mp3
街道,E1652,,慶安路,Khìng-an-lōo,,,,kin onˊ lu,,,E1652_慶安路.mp3
街道,E1653,,勝學路,Sìng-ha̍k-lōo,,,,siin hog lu,,,E1653_勝學路.mp3
街道,E1654,,利成路,Lī-sîng-lōo,,,,li siinˇ lu,,,E1654_利成路.mp3
街道,E1655,,宏平路,Hông-pîng-lōo,,,,fenˇ pinˇ lu,,,E1655_宏平路.mp3
街道,E1656,,美術北三路,Bí-su̍t Pak-sann-lōo,,,,miˊ sud bedˋ samˊ lu,,,E1656_美術北三路.mp3
街道,E1657,,中華西街,Tiong-huâ-se-ke/kue,,,,zungˊ faˇ xiˊ gieˊ,,,E1657_中華西街.mp3
街道,E1658,,為公路,Uî-kong-lōo,,,,viˇ gungˊ lu,,,E1658_為公路.mp3
街道,E1659,,惠明街,Huī-bîng-ke/kue,,,,fi minˇ gieˊ,,,E1659_惠明街.mp3
街道,E1660,,番金路,Huan-kim-lōo,,,,fanˊ gimˊ lu,,,E1660_番金路.mp3
街道,E1661,,延壽路,Iân-siū-lōo,,,,ienˇ su lu,,,E1661_延壽路.mp3
街道,E1662,,憲政路,Hiàn-tsìng-lōo,,,,hienˋ ziin lu,,,E1662_憲政路.mp3
街道,E1663,,建豐路,Kiàn-hong-lōo,,,,gien fungˊ lu,,,E1663_建豐路.mp3
街道,E1664,,瑞祥街,Suī-siông-ke/kue,,,,sui xiongˇ gieˊ,,,E1664_瑞祥街.mp3
街道,E1665,,厚生路,Hōo-sing-lōo,,,,heu senˊ lu,,,E1665_厚生路.mp3
街道,E1666,,華榮路,Huâ-îng-lōo,,,,faˇ iungˇ lu,,,E1666_華榮路.mp3
街道,E1667,,仁雄路,Jîn/Lîn-hiông-lōo,,,,inˇ hiungˇlu,,,E1667_仁雄路.mp3
街道,E1668,,國凱街,Kok-khái-ke/kue,,,,guedˋ koiˋ gieˊ,,,E1668_國凱街.mp3
街道,E1669,,圓通南路,Uân-thong-lâm-lōo,,,,ienˇ tungˊ namˇ lu,,,E1669_圓通南路.mp3
街道,E1670,,竹中路,Tik-tiong-lōo,,,,zugˋ zungˊ lu,,,E1670_竹中路.mp3
街道,E1671,,仁興街,Jîn/Lîn-hîng-ke/kue,,,,inˇ hinˊ gieˊ,,,E1671_仁興街.mp3
街道,E1672,,晉江街,Tsìn-kang-ke/kue,,,,jinˋ gongˊ gieˊ,,,E1672_晉江街.mp3
街道,E1673,,祥和路,Siông-hô-lōo,,,,xiongˇ foˇ lu,,,E1673_祥和路.mp3
街道,E1674,,春陽街,Tshun-iông-ke/kue,,,,cunˊ iongˇ gieˊ,,,E1674_春陽街.mp3
街道,E1675,,鎮北路,Tìn-pak-lōo,,,,ziinˋ bedˋ lu,,,E1675_鎮北路.mp3
街道,E1676,,忠孝二路,Tiong-hàu-jī/lī-lōo,,,,zungˊ hau ngi lu,,,E1676_忠孝二路.mp3
街道,E1677,,大和路,Tāi-hô-lōo,,,,tai foˇ lu,,,E1677_大和路.mp3
街道,E1678,,溪興街,Khe-hing-ke/kue,,,,haiˊ hinˊ gieˊ,,,E1678_溪興街.mp3
街道,E1679,,公安路,Kong-an-lōo,,,,gungˊ onˊ lu,,,E1679_公安路.mp3
街道,E1680,,立大路,Li̍p-tāi-lōo,,,,lib tai lu,,,E1680_立大路.mp3
街道,E1681,,至誠路,Tsì-sîng-lōo,,,,zii siinˇ lu,,,E1681_至誠路.mp3
街道,E1682,,壽德街,Siū-tik-ke/kue,,,,su dedˋ gieˊ,,,E1682_壽德街.mp3
街道,E1683,,吉峰路,Kiat-hong-lōo,,,,gidˋ fungˊ lu,,,E1683_吉峰路.mp3
街道,E1684,,新龍路,Sin-liông-lōo,,,,xinˊ liungˇ lu,,,E1684_新龍路.mp3
街道,E1685,,溪口街,Khe/Khue-kháu-ke/kue,,,,haiˊ kieuˋ gieˊ,,,E1685_溪口街.mp3
街道,E1686,,秀峰街,Siù-hong-ke/kue,,,,xiu fungˊ gieˊ,,,E1686_秀峰街.mp3
街道,E1687,,北社尾路,Pak-siā-bué/bé-lōo,,,,bedˋ sa miˊ lu,,,E1687_北社尾路.mp3
街道,E1688,,政大二街,Tsìng-tāi-jī/lī-ke/kue,,,,ziin tai ngi gieˊ,,,E1688_政大二街.mp3
街道,E1689,,河北二路,Hô-pak-jī/lī-lōo,,,,hoˇ bedˋ ngi lu,,,E1689_河北二路.mp3
街道,E1690,,萬金路,Bān-kim-lōo,,,,van gimˊ lu,,,E1690_萬金路.mp3
街道,E1691,,龍勝路,Liông-sìng-lōo,,,,liungˇ siin lu,,,E1691_龍勝路.mp3
街道,E1692,,英義街,Ing-gī-ke/kue,,,,inˊ ngi gieˊ,,,E1692_英義街.mp3
街道,E1693,,南江街,Lâm-kang-ke/kue,,,,namˇ gongˊ gieˊ,,,E1693_南江街.mp3
街道,E1694,,豐稔街,Hong-jím/lím-ke/kue,,,,fungˊ imˊ gieˊ,,,E1694_豐稔街.mp3
街道,E1695,,華順街,Huâ-sūn-ke/kue,,,,faˇ sun gieˊ,,,E1695_華順街.mp3
街道,E1696,,華豐街,Huâ-hong-ke/kue,,,,faˇ fungˊ gieˊ,,,E1696_華豐街.mp3
街道,E1697,,明倫路,Bîng-lûn-lōo,,,,minˇ lunˇ lu,,,E1697_明倫路.mp3
街道,E1698,,瑞坪路,Suī-phîng-lōo,,,,sui piangˇ lu,,,E1698_瑞坪路.mp3
街道,E1699,,民生二路,Bîn-sing-jī/lī-lōo,,,,minˇ senˊ ngi lu,,,E1699_民生二路.mp3
街道,E1700,,文林街,Bûn-lîm-ke/kue,,,,vunˇ limˇ gieˊ,,,E1700_文林街.mp3
街道,E1701,,中福路,Tiong-hok-lōo,,,,zungˊ fugˋ lu,,,E1701_中福路.mp3
街道,E1702,,褒揚街,Po-iông-ke/kue,,,,boˊ iongˇ gieˊ,,,E1702_褒揚街.mp3
街道,E1703,,陸光路,Lio̍k-kong-lōo,,,,liug gongˊ lu,,,E1703_陸光路.mp3
街道,E1704,,尚義街,Siōng-gī-ke/kue,,,,song ngi gieˊ,,,E1704_尚義街.mp3
街道,E1705,,牛埔北路,Gû-pōo-pak-lōo,,,,ngiuˇ puˊ bedˋ lu,,,E1705_牛埔北路.mp3
街道,E1706,,六分路,La̍k-hun-lōo,,,又音La̍k-hūn-lōo,liugˋ fun lu,,六份路,E1706_六分路.mp3
街道,E1707,,北安街,Pak-an-ke/kue,,,,bedˋ onˊ gieˊ,,,E1707_北安街.mp3
街道,E1708,,德東街,Tik-tong-ke,,,,dedˋ dungˊ gieˊ,,,E1708_德東街.mp3
街道,E1709,,國泰路,Kok-thài-lōo,,,,guedˋ tai lu,,,E1709_國泰路.mp3
街道,E1710,,北賢街,Pak-hiân-ke/kue,,,,bedˋ hienˇ gieˊ,,,E1710_北賢街.mp3
街道,E1711,,瑞源路,Suī-guân-lōo,,,,sui ngienˇ lu,,,E1711_瑞源路.mp3
街道,E1712,,福國路,Hok-kok-lōo,,,,fugˋ guedˋ lu,,,E1712_福國路.mp3
街道,E1713,,上將路,Siōng-tsiòng-lōo,,,,song jiong lu,,,E1713_上將路.mp3
街道,E1714,,大華一路,Tāi-huâ-it-lōo,,,,tai faˇ idˋ lu,,,E1714_大華一路.mp3
街道,E1715,,國姓路,Kok-sìng-lōo,,,,guedˋ xiang lu,,亦有guedˋ xin lu的說法,E1715_國姓路.mp3
街道,E1716,,東山街,Tong-san-ke/kue,,,,dungˊ sanˊ gieˊ,,,E1716_東山街.mp3
街道,E1717,,三和街,Sam-hô-ke/kue,,,,samˊ foˇ gieˊ,,,E1717_三和街.mp3
街道,E1718,,大仁南路,Tāi-jîn/lîn-lâm-lōo,,,,tai inˇ namˇ lu,,,E1718_大仁南路.mp3
街道,E1719,,五權一路,Ngóo-khuân/kuân-it-lōo,,,,ngˋ kienˇ idˋ lu,,,E1719_五權一路.mp3
街道,E1720,,本街,Pún-ke/kue,,,,bunˋ gieˊ,,,E1720_本街.mp3
街道,E1721,,南祥路,Lâm-siông-lōo,,,,namˇ xiongˇ lu,,,E1721_南祥路.mp3
街道,E1722,,崙平南路,Lūn-pîng-lâm-lōo,,,,lun pinˇ namˇ lu,,當地紹安腔慣用lun的發音,E1722_崙平南路.mp3
街道,E1723,,中園街,Tiong-hn̂g-ke/kue,,,,zungˊ ienˇ gieˊ,,,E1723_中園街.mp3
街道,E1724,,明聖路,Bîng-sìng-lōo,,,,minˇ siin lu,,,E1724_明聖路.mp3
街道,E1725,,民族五街,Bîn-tso̍k-gōo-ke/kue,,,,minˇ cug ngˋ gieˊ,,,E1725_民族五街.mp3
街道,E1726,,致遠二路,Tì-uán-jī/lī-lōo,,,,zii ienˋ ngi lu,,,E1726_致遠二路.mp3
街道,E1727,,內坑路,Lāi-khenn-lōo,,,,nui hangˊ lu,,,E1727_內坑路.mp3
街道,E1728,,南正二路,Lâm-tsìng-jī/lī-lōo,,,,namˇ ziin ngi lu,,,E1728_南正二路.mp3
街道,E1729,,昇平街,Sing-pîng-ke/kue,,,,siinˊ pinˇ gieˊ,,,E1729_昇平街.mp3
街道,E1730,,中埔一街,Tiong-poo-it-ke/kue,,,,zungˊ puˊ idˋ gieˊ,,,E1730_中埔一街.mp3
街道,E1731,,東新路,Tong-sin-lōo,,,,dungˊ xinˊ lu,,,E1731_東新路.mp3
街道,E1732,,興昌路,Hing-tshiong-lōo,,,,hinˊ congˊ lu,,,E1732_興昌路.mp3
街道,E1733,,中正三街,Tiong-tsìng-sann-ke/kue,,,,zungˊ ziin samˊ gieˊ,,,E1733_中正三街.mp3
街道,E1734,,鎮海路,Tìn-hái-lōo,,,,ziinˋ hoiˋ lu,,,E1734_鎮海路.mp3
街道,E1735,,政德路,Tsìng-tik-lōo,,,,ziin dedˋ lu,,,E1735_政德路.mp3
街道,E1736,,吉林街,Kiat-lîm-ke/kue,,,,gidˋ limˇ gieˊ,,,E1736_吉林街.mp3
街道,E1737,,莒光街,Kí-kong-ke/kue,,,,giˋ gongˊ gieˊ,,,E1737_莒光街.mp3
街道,E1738,,大東路,Tuā-tang-lōo,,,,tai dungˊ lu,,,E1738_大東路.mp3
街道,E1739,,鳳松路,Hōng-siông-lōo,,,,fung qiungˇ lu,,,E1739_鳳松路.mp3
街道,E1740,,福華路,Hok-huâ-lōo,,,,fugˋ faˇ lu,,,E1740_福華路.mp3
街道,E1741,,撫順街,Hú-sūn-ke/kue,,,,fuˋ sun gieˊ,,,E1741_撫順街.mp3
街道,E1742,,神洲路,Sîn-tsiu-lōo,,,,siinˇ zuˊ lu,,,E1742_神洲路.mp3
街道,E1743,,鵬儀路,Phîng-gî-lōo,,,,penˇ ngiˇ lu,,,E1743_鵬儀路.mp3
街道,E1744,,飛機路,Hui-ki-lōo,,,又讀Hue-ki-lōo,fiˊ giˊ lu,,,E1744_飛機路.mp3
街道,E1745,,文華街,Bûn-huâ-ke/kue,,,,vunˇ faˇ gieˊ,,,E1745_文華街.mp3
街道,E1746,,加宏路,Ka-hông-lōo,,,,gaˊ fenˇ lu,,,E1746_加宏路.mp3
街道,E1747,,中陽路,Tiong-iông-lōo,,,,zungˊ iongˇ lu,,,E1747_中陽路.mp3
街道,E1748,,文中街,Bûn-tiong-ke/kue,,,,vunˇ zungˊ gieˊ,,,E1748_文中街.mp3
街道,E1749,,樹德路,Tshiū-tik-lōo,,,,su dedˋ lu,,,E1749_樹德路.mp3
街道,E1750,,麗園二街,Lē-hn̂g-jī/lī-ke/kue,,,,li ienˇ ngi gieˊ,,,E1750_麗園二街.mp3
街道,E1751,,新進路,Sin-tsìn-lōo,,,,xinˊ jin lu,,,E1751_新進路.mp3
街道,E1752,,牯嶺街,Kóo-niá-ke/kue,,,,guˋ liangˊ gieˊ,,,E1752_牯嶺街.mp3
街道,E1753,,龍興路,Liông-hing-lōo,,,,liungˇ hinˊ lu,,,E1753_龍興路.mp3
街道,E1754,,萬隆街,Bān-liông-ke/kue,,,,van lungˇ gieˊ,,,E1754_萬隆街.mp3
街道,E1755,,季水路,Kuì-tsuí-lōo,,,,gui suiˋ lu,,,E1755_季水路.mp3
街道,E1756,,永昌路,Íng-tshiong-lōo,,,,iunˋ congˊ lu,,,E1756_永昌路.mp3
街道,E1757,,建和路,Kiàn-hô-lōo,,,,gien foˇ lu,,,E1757_建和路.mp3
街道,E1758,,安溪路,An-khe-lōo,,,,onˊ haiˊlu,,,E1758_安溪路.mp3
街道,E1759,,安西路,An-se-lōo,,,,onˊ xiˊ lu,,,E1759_安西路.mp3
街道,E1760,,六和路,Lio̍k-hô-lōo,,,,liugˋ foˇ lu,,,E1760_六和路.mp3
街道,E1761,,九大路,Kiú-tāi-lōo,,,,giuˋ tai lu,,,E1761_九大路.mp3
街道,E1762,,林內路,Nâ-lāi-lōo,,,,limˇ nui lu,,,E1762_林內路.mp3
街道,E1763,,大鵬路,Tāi-phîng-lōo,,,,tai penˇ lu,,,E1763_大鵬路.mp3
街道,E1764,,土庫二路,Thôo-khòo-jī/lī-lōo,,,塗庫二路,tuˋ ku ngi lu,,,E1764_土庫二路.mp3
街道,E1765,,崇信街,Tsông-sìn-ke/kue,,,,cungˇ xin gieˊ,,,E1765_崇信街.mp3
街道,E1766,,正興街,Tsìng-hing-ke/kue,,,,ziin hinˊ gieˊ,,,E1766_正興街.mp3
街道,E1767,,德安街,Tik-an-ke/kue,,,,dedˋ onˊ gieˊ,,,E1767_德安街.mp3
街道,E1768,,文平路,Bûn-pîng-lōo,,,,vunˇ pinˇ lu,,,E1768_文平路.mp3
街道,E1769,,賢北街,Hiân-pak-ke/kue,,,,hienˇ bedˋ gieˊ,,,E1769_賢北街.mp3
街道,E1770,,天府路,Thian-hú-lōo,,,,tienˊ fuˋ lu,,,E1770_天府路.mp3
街道,E1771,,衛道路,Uē-tō-lōo,,,,vi to lu,,,E1771_衛道路.mp3
街道,E1772,,海尾路,Hái-bué/bé-lōo,,,,hoiˋ miˊ lu,,,E1772_海尾路.mp3
街道,E1773,,中林路,Tiong-nâ-lōo,,,,zungˊ limˇ lu,,,E1773_中林路.mp3
街道,E1774,,丁台路,Ting-tâi-lōo,,,,denˊ toiˇ lu,,,E1774_丁台路.mp3
街道,E1775,,興祥街,Hing-siông-ke/kue,,,,hinˊ xiongˇ gieˊ,,,E1775_興祥街.mp3
街道,E1776,,金和路,Kim-hô-lōo,,,,gimˊ foˇ lu,,,E1776_金和路.mp3
街道,E1777,,育才路,Io̍k-tsâi-lōo,,,,iugˋ coiˇ lu,,,E1777_育才路.mp3
街道,E1778,,崇法街,Tsông-huat-ke/kue,,,,cungˇ fabˋ gieˊ,,,E1778_崇法街.mp3
街道,E1779,,桃子園路,Thô-á-hn̂g-lōo,,,桃仔園路,toˇ eˋ ienˇ lu,,桃仔園路,E1779_桃子園路.mp3
街道,E1780,,金龍街,Kim-liông-ke/kue,,,,gimˊ liungˇ gieˊ,,,E1780_金龍街.mp3
街道,E1781,,民享路,Bîn-hióng-lōo,,,,minˇ hiongˋ lu,,,E1781_民享路.mp3
街道,E1782,,杭州街,Hâng-tsiu-ke/kue,,,,hongˇ zuˊ gieˊ,,,E1782_杭州街.mp3
街道,E1783,,八德南路,Pat-tik-lâm-lōo,,,,badˋ dedˋ namˇ lu,,,E1783_八德南路.mp3
街道,E1784,,藝術街,Gē-su̍t-ke/kue,,,,ngi sud gieˊ,,,E1784_藝術街.mp3
街道,E1785,,溪洲街,Khe-tsiu-ke/kue,,,,haiˊ zuˊ gieˊ,,,E1785_溪洲街.mp3
街道,E1786,,新德街,Sin-tik-ke/kue,,,,xinˊ dedˋ gieˊ,,,E1786_新德街.mp3
街道,E1787,,東林西路,Tang-lîm-se-lōo,,,,dungˊ limˇ xiˊ lu,,,E1787_東林西路.mp3
街道,E1788,,蘭井街,Nâ-tsénn-ke/kue,,,在地特殊發音,lanˇ jiangˋ gieˊ,,,E1788_蘭井街.mp3
街道,E1789,,館前路,Kuán-tsiân-lōo,,,,gonˋ qienˇ lu,,,E1789_館前路.mp3
街道,E1790,,榮安十三街,Îng-an Tsa̍p-sann-ke/kue,,,,iungˇ onˊ siib samˊ gieˊ,,,E1790_榮安十三街.mp3
街道,E1791,,後港街,Āu-káng-ke/kue,,,,heu gongˋ gieˊ,,,E1791_後港街.mp3
街道,E1792,,金城街,Kim-siânn-ke/kue,,,,gimˊ sangˇ gieˊ,,,E1792_金城街.mp3
街道,E1793,,大墩十二街,Tuā-tun Tsa̍p-jī/lī-ke/kue,,,,tai dunˊ siib ngi gieˊ,,,E1793_大墩十二街.mp3
街道,E1794,,景德路,Kíng-tik-lōo,,,,ginˋ dedˋ lu,,,E1794_景德路.mp3
街道,E1795,,祖祠路,Tsóo-sû-lōo,,,,zuˋ ciiˇ lu,,,E1795_祖祠路.mp3
街道,E1796,,長生路,Tiông-sing-lōo,,,,congˇ senˊ lu,,,E1796_長生路.mp3
街道,E1797,,潭富路,Thâm-hù-lōo,,,,tamˇ fu lu,,,E1797_潭富路.mp3
街道,E1798,,市政北七路,Tshī-tsìng Pak-tshit-lōo,,,,sii ziin bedˋ qidˋ lu,,,E1798_市政北七路.mp3
街道,E1799,,港埠路,Káng-poo-lōo,,,,gongˋpu lu,,,E1799_港埠路.mp3
街道,E1800,,德南路,Tik-lâm-lōo,,,,dedˋ namˇ lu,,,E1800_德南路.mp3
街道,E1801,,衛國街,Uē-kok-ke/kue,,,,vi guedˋ gieˊ,,,E1801_衛國街.mp3
街道,E1802,,林森街,Lîm-sim-ke/kue,,,,limˇ semˊgieˊ,,,E1802_林森街.mp3
街道,E1803,,安光路,An-kong-lōo,,,,onˊ gongˊ lu,,,E1803_安光路.mp3
